CharacterID,Name,Real Name,ImageURL,Powers,Weaknesses,Bio
561,Inertia (DC),Thaddeus Thawne ,561_20061013112922_char.jpg,"Super speed,photographic memory, complete self-molecular control",,"Thaddeus Thawne is a clone of Bart Allen, and was created in the 30th century by Bart's maternal grandfather, President Thawne. Thawne, being the descendant of the Flash's enemy Professor Zoom, got tired of his grandson's crime fighting activities in the 20th century and decided to create a clone of Bart using more Thawne blood so that he would be more ruthless. His mission as the 'Reverse-Impulse' was to go back in time and replace Bart, but he was easily defeated twice. |||| |||| In his second attempt, upon realising Impulse was prepared to sacrifice himself to save Max Mercury, he fled, apparently horrified by the contrast between Bart's adopted family and his own grandfather's treatment of him as a weapon. |||| |||| Inertia has recently surfaced in both the Flash: The Fastest Man Alive and Teen Titans. Because Flash now contains the Speed Force within him, Inertia is forced to use drugs to obtain his super speed"
5872,Mahkizmo,,5872_20080115080056_char.jpg,"Mahkizmo was immensely durable and strong, comparable to the Thing.  He could release explosive force from his body sufficient to level a small building; he could add this energy to his punches or release it as an omnidirectional wave.",,"Mahkizmo is the superhumanly strong ruler of Machus, a warlike alternate future Earth in which women are enslaved by men. Like Thundra, he came from the 23rd century; although in Thundra's future, women enslaved the men, in Mahkizmo's timeline the men subjugated the women. Thundra had gone to the 20th century of Earth-616 to prevent the existence of Machus by altering the past, and Machus was sent to stop her. He fought and defeated the Fantastic Four and teleported Thundra back to Machus. There, he used an energy beam to imprison her and sap her will. The Fantastic Four followed them using Doctor Doom's time machine, but Mahkizmo and the men of Machus defeated the heroes and claimed Medusa (who was a member of the Fantastic Four at the time) as his prize. Medusa entranced Mahkizmo, and knocked him out by hitting in the head with a jug of wine to escape. Mahkizmo sentenced Thundra and the Fantastic Four to death in the gladiatorial arena, fighting them himself when they defeated his champions. As Mahkizmo defeated them all, Medusa arrived with Thundra's Femizons, who fought the Machans. Mahkizmo summoned the energy for his devastating nuclear-punch, but Thundra and the Thing punched him at the same time and caused an energy implosion, destroying Mahkizmo. This caused the last barriers between the two Earths of Machus and Femizonia to dissolve and the two worlds merged. |||| |||| Mahkizmo survived the implosion as an intangible, invisible cloud of atoms. He was furious that the men and women of the now-joined world were able to live in harmony. He took over one of the new world's men and transformed it into his own. He traveled back to the 20th century and planned to kill all of the women in the past to prevent the worlds from merging. He attacked the She-Hulk, until Cupid shot him with an arrow that caused him to fall in love with the She-Hulk. He took her back to his world to make her his bride, but the Thing and Wyatt Wingfoot followed them. The She-Hulk and the Thing combined their power and defeated Mahkizmo. |||| |||| Mahkizmo was one of the Fantastic Four's enemies that attended a gathering by the Puppet Master in an effort to combine forces. The Fantastic Four captured Mahkizmo and transferred him to the newly constructed Vault in the Negative Zone. Mahkizmo and the rest of the inmates were released from their cells by the Negative Zone sorceress Threska; however, the inmates fought the Fantastic Four, and were returned to their cells."
5957,Karate Kid (Earth-Prime),Val Armorr ,5957_20090816063114_char.jpg,,,None entered.
7205,Killowat,Charlie Watkins ,7205_20091102164839_char.jpg,,,None entered.
19141,Lt. Beard,,19141_20080225134701_char.jpg,,,None entered.
276,Big Barda (DC),Barda ,276_20070815125045_char.jpg,"Great strength and endurance. Wields a mega-rod, which produces extremely powerful concussive bursts.",,"One of the Female Furies, ruthless mercenaries in the employ of Darkseid, 'Big Barda' rebelled against her superiors when she fell in love with Scott Free and helped him escape from the planet Apokolips, later following him to Earth and becoming his wife. She struggled to adapt to Earthly ways of doing things and acted as a peripheral member of the planet's super-hero community for many years until she and Scott moved back to New Genesis, Apokolips' good mirror image. |||| |||| Recently, Barda was assigned to help the heroes of earth, and specifically the JLA to prepare for confrontation with Mageddon. When this threat was ended, Barda returned to New Genesis, with some regrets at leaving her new friends behind. However, it appears that she and Scott have now moved back to Earth once more, as she has helped Superman and his allies reach Apokolips on more than one occasion in recent months."
114,Hope (DC),Hope Taya ,,,,None entered.
8803,Saturn Girl (DC)(SW6),Imra Ardeen ,8803_20140803221644_char.jpg,Telepathy,,None entered.
2176,Sean Noonan,,,,,None entered.
4850,Hogun The Grim (Marvel),Hogun ,4850_20061216103408_char.jpg,"Hogun possesses the conventional superhuman abilities of an Asgardian male. |||| |||| Hogun is superhumanly strong, his strength being somewhat greater than that of the average Asgardian. Hogun is also extremely long lived, though not immortal, and ages at a pace much slower than humans. The tissues of his body are also more resilient than those of a human, rendering him much more resistant to physical injury. If he is injured, his body is able to heal itself with superhuman speed and efficiency. Hogun's superior musculature and metabolism grants him superhuman levels of stamina. Like all Asgardians, Hogun's bone, skin and muscle are much denser than that of a human, which helps to contribute to his superhuman strength and durability. |||| |||| Hogun is an excellent overall battlefield warrior, a superb hand-to-hand combatant and horseman. He is highly proficient in the use of all Asgardian weapons, and is a master of bludgeoning weapons, especially the mace. He is also sometimes armed with a sword. He has also demonstrated skill in the area of battlefield medicine and healing arts, though he makes no claim of being a healer of any real proficiency. He has also used the Elixir of Recovery, an Asgardian medical potion.",,"Hogun is a member of a trio of Asgardian adventurers consisting of Fandral the Dashing, Hogun the Grim, and Volstagg the Valiant and referred as the Warriors Three (but not in the comics themselves). They were members of the supporting cast in Marvel's Thor comics and usually provided comic relief and side-adventures. |||| |||| The only thing known about his past is that he's not an Aesir like most of the Asgardians. Also, his unnamed homeland was conquered long ago by Mogul of the Mystic Mountain, who slew Hogun's forebears and laid waste to the land. |||| |||| He is primarily characterized by his brusque, taciturn, and often short-tempered demeanor. He is the brooding pessimist of the group, as opposed to Volstagg's irrepressible good humor and Fandral's brash heroism. He is a fierce and unrelenting warrior, a collector of weaponry and often the voice of reason for the Warriors Three."
11156,Razor-Fist (01 - William Young),William Young ,11156_20080718054445_char.jpg,Razor-Fist's hands were both replaced with steel blades which he could use as weapons.,,"When Shang-Chi invaded Carlton Velcro's base, he dispatched Razor-Fist to 'shake hands' with him. Razor-Fist assured Shang that he would appreciate Velcro's wit more fully once he met him-- one piece at a time! |||| |||| Razor-Fist put up a furious battle against Shang-Chi, during which one of his blades was snapped off by Shang, blocking a slash with one of his wristbands. Finally, Shang-Chi managed to dodge one of his blows, causing him to wedge his remaining blade into a statue. Unable to pull himself free, Shang-Chi kicked him into the statue, knocking him out cold. |||| |||| After freeing himself, Razor-Fist attempted to continue his battle with Shang-Chi, but Velcro, who had Shang-Chi pinned down by his men, stated that he 'no longer recognized' Razor-Fist because of his failure. Despite Razor-Fist's pleas that he could still kill Shang-Chi for him, he was gunned down on the spot."
11163,Mikhlo the Gorilla (Marvel),,11163_20120518202822_char.jpg,,,None entered.
