CharacterID,Name,Real Name,ImageURL,Powers,Weaknesses,Bio
1698,Grey Gargoyle (Marvel),Paul Pierre Duval ,1698_20070126030630_char.jpg,"Duval's superhuman power is the ability to transform any object or person into stone with the touch of his right hand. The power works on people and the clothing they wear, although it would only affect a battlesuit, not its wearer. If two people were holding hands and Duval touched only one of them, only the one he touched would be affected. He must wear specially treated gloves when he does not want to access his power. |||| |||| By touching himself with his right hand, Duval transforms himself into a living statue of stone, and seems capable of remaining in that form indefinitely. In this form, Duval has a stone-like skin providing him superhuman strength and resistance to injury, even against the rigors of deep space, and does not need to eat or breath while transformed. Duval has also shown the ability to scale stone and brick walls by touch.",,"Paul Pierre Duval, a young chemist working for a pharmaceutical company in Paris, accidentally spilled a potion contaminated by some unknown organic substance on his right hand. To his dismay, his hand began to turn to stone-like material still capable of movement. Accidentally touching his other hand, he found that he could transform his entire body into the stone-like material. He also discovered that any matter he touched also turned to stone. Mercenary by nature, Duval decided to exploit his bizarre power for personal profit and turned to theft, quickly becoming one of France’s most accomplished criminals as the Grey Gargoyle. |||| |||| The Grey Gargoyle, bored with lack of challenge to his crimes, decided to travel to America and wrest the secret of immortality from Thor. He was twice bested in combat by him before returning to what had proved more successful in the past-- pure mercenary endeavors. His first attempt was to steal a new cobalt-powered weapon from Stark Industries, and he was actually successful after transforming Iron Man’s battle armor to stone. Iron Man returned when the Gargoyle’s power wore off, stopping the villain by destroying the machinery he hoped to abscond with. Later, an attempted to acquire the deadly compound dubbed 'Element X' went horribly wrong. He was confronted by Captain America, the Falcon, and Nick Fury, cornered, and accidentally shot into space. |||| |||| The Gargoyle found himself trapped aboard a satellite in Earth’s orbit, where the subversive scientific organization Advanced Idea Mechanics rescued him. On their behalf, he joined their efforts to launch a satellite with heavy weaponry, fighting Captain America and Spider-Man, but was accidentally rocketed into space once more. In deep space, he was retrieved by the Bird of Prey, a pirate starship whose crew members were of various alien races. Ever out for himself, the Grey Gargoyle forced himself into command of the ship. |||| |||| The Bird of Prey encountered the starship StarJammer, used by Thor, Sif, and the Warriors Three in their adventure to the Doomsday Star. The Gargoyle had the heroes captured and conscripted to join the crew for slave labor. The heroes’ ally, the Recorder, not only helped his friends escape but started a mutiny among the crew against the Grey Gargoyle. When the rebellion grew out of control, the Grey Gargoyle professed to want to join Thor in order to return to Earth. However, at the height of the battle, the Gargoyle tried to flee and seemed to have died in a violent explosion. |||| |||| In fact, Duval survived by created a stone-like cocoon around himself. Using the cocoon to travel through space, he managed to return to Earth, where he immediately battled the Avengers. In the process, his cocoon was destroyed, and he was taken into police custody. Duval was soon freed by villains of the fourth Masters of Evil organization, whose goal was to destroy the Avengers, but following a defeat at the hands of the Wasp and Black Knight, he was again returned to jail. |||| |||| Having broken out, Duval embarked on a unique plan. He created an artistic persona, Paul St. Pierre, and became a successful and highly sought-after sculptor. In fact, his statues were real people, transformed by his power and sealed with a special polymer compound that would make this change permanent. His plot was uncovered when Tony Stark attended his gallery, and he exposed the Gargoyle. |||| |||| The Grey Gargoyle was broken out of prison again, this time to join several master criminals in a coordinated attack on various heroes and sent to battle the Hulk. At the time, the Hulk possessed a gray alter-ego, and this confused Duval, who had thought that the Hulk had turned to stone but nonetheless kept moving. The Hulk summarily defeated the Gargoyle, breaking his arm, and left. The Grey Gargoyle continued to be a recurring villain in the lives of many heroes, battling the likes of Captain America and Spider-Man as part of Doctor Doom’s “Doom’s Brigade,” fighting She-Hulk, and being accosted by the Black Widow. In the latter case, the Widow claimed a self-appointed mission to track down and destroy all of the Avengers’ former enemies, and she seemed to obliterate the Grey Gargoyle, blasting his stone form into pieces. |||| |||| Later, Duval, somehow recovering from his previous encounter, was contacted by the Gideon Trust, a business executive board interested in using technology developed by the Fantastic Four for their own purposes. They bade the Grey Gargoyle to attack the Thing, in a sort of initiation to their employ. The Gargoyle seemed successful in turning the Thing into non-living stone, but he was defeated by the remaining members of the Fantastic Four. In addition, the Thing was able to break free of the Gargoyle’s power as it kick-started his ability to transform into his human alter-ego and back again at will. |||| |||| Paul Duval returned to his initial goal of searching for Thor’s secret to immortality when the death of a childhood friend affected him significantly. He attacked Thor Girl, Thor’s associate Tarene, and actually managed to defeat her, leaving her for dead and stealing her magical hammer. Proclaiming himself to now be like a god, the Gargoyle was immediately confronted by Desak the God-Slayer who was searching for Thor. Desak defeated the Gargoyle with ease. |||| |||| He was next seen serving time at Pym Experimental Penitentiary Number One, a prison that kept its super-powered inmates miniaturized, and participated in a breakout led by the Mad Thinker only to be thwarted by She-Hulk."
41319,Robin (DC)(Earth-31 - DKR/All-Star)(Dick Grayson),Richard 'Dick' Grayson ,,,,None entered.
313,Starfire (DC)(03 - Koriand'r),Koriand'r ,313_20061104065034_char.jpg,,,None entered.
2108,Terra (01 - Tara Markov),Tara Markov ,2108_20060526191447_char.jpg,,,None entered.
5813,Psycho-Man (Marvel),,5813_20151124094754_char.jpg,"Psycho-Man usually depended on armor and weapons. He has sometimes stated that he derives power from the emotions he causes, like a psychic vampire. He recently gained some of the powers of his Control Box, as well as the ability to generate solid energy forms to give substance to his illusions. |||| |||| Psycho-Man wears a variety of body armors (or uses robot-versions of himself), demonstrating superhuman physical powers; some are giant-sized or possess other offensive powers. He traveled throughout the Microverse in an immense World Ship, and has the means to travel to and from Earth or other dimensions. He has created androids able to pass as human, alter their appearances, and manipulate emotions. |||| |||| Psycho-Man has great intelligence and mathematical genius, as well as extensive knowledge of technology far in advance of present-day Earth's.",,"The Chief Scientist and ruler of the technocracy governing the five planets of the Sub-Atomica system within the Microverse (a reality accessed via the energies of shrinking), Psycho-Man discovered the secrets of fear itself with the guidance of the Earth goddess Nox. When his system became overcrowded, he sought a new home for his people and chose Earth, whose population he believed had no defense against his weaponry. He created a human-sized armored suit and Control Box. Unable to transport a weapon large enough to affect the entire planet, he employed several criminals whom he kept in line via his Control Box-Ivan, Live Wire, and Shell-Shock-successfully gathering the materials to construct his large Control weapon. However, the land he used as his base had been recently purchased as Panther Island by the Black Panther. With the help of the Inhumans, the Black Panther fought with him and bested his partners. Then, with the appearance of the Human Torch, Thing, Triton, and Lockjaw, they fought him directly, but were stalled by his massive psycho ray that kept them at bay with their greatest fears. But Gorgon arrived moments later and discovered the ruse and helped his friends escape and destroy the gun; and in a final battle, the Black Panther snuck up behind Psycho-Man and grabbed him, where-in he disappeared again into the Microverse. |||| |||| Shortly thereafter, the Human Torch, Thing, and Mister Fantastic entered the Microverse seeking the Silver Surfer to prevent Galactus from consuming Earth. Detecting their presence, Psycho-Man sent his Indestructible robot to capture them, but the Silver Surfer wiped it from existence before returning to Earth. Psycho-Man then transported the Fantastic Four members aboard his ship and sent a number of armored forms against them; however, the heroes trapped Psycho-Man and convinced him that Galactus posed a threat to his world as well, and he returned them to Earth. Soon after, Sub-Atomica was overrun by the invading Insectivorids of Annihilus. Psycho-Man captured the Surfer to power his energy weapons and Spider-Man to probe his mind for the means of driving off the insect swarm, but they escaped back to Earth. Annihilus was eventually driven off. |||| |||| Apparently exiled by his people, Psycho-Man retreated to his Worldship, employing androids to clear space debris around him. Though remaining a man of science, he came to worship gods of Chaos. Psycho-Man also reclaimed his armor from the Fantastic Four, which led them to pursue him back to the Microverse. Meanwhile, Arcturus Rann and the Micronauts were attacked by his androids and followed them back to Psycho-Man's ship. There the teams joined forces to thwart Psycho-Man's plot to conquer the universe, though the Microversian Insectivorid, Jasmine, was slain by one of Psycho-Man's creatures. |||| |||| Psycho-Man later easily conquered Mirwood, the Microverse planet of Princess Pearla, seeking to seize the metal from its Mines of Nuvidia, which provided immunity to his emotion-control. He then returned to Earth, using an artificial being as his Hate-Monger, fanning bigotry and hatred into violent chaos across New York City, and transforming the Invisible Girl into his pawn Malice, Mistress of Hate. The Hate-Monger was destroyed by the villain-killing Scourge of the Underworld, and the Fantastic Four restored Malice to her right mind. The Fantastic Four pursued Psycho-Man to Mirwood where, despite being initially captured and duped into believing they had been trapped at tiny size, they overpowered him. Confronting her tormentor, Sue Richards usurped his Control Box, subjecting him to all three emotions at maximum intensity, leaving him a withered husk and collapsing his autonomic nervous system. Allegedly requiring artificial support to survive, he sent a robot duplicate to Earth some time later, but it was easily defeated by Fantastic Four clones created by Aron the Rogue Watcher. Psycho-Man then managed to shrink the entire Sub-Atomica system and held it hostage on his worldship until they acknowledged him as their ruler again. Lacking the power to restore the system to true size, he sought out the cosmic Uni-Power (briefly granted to beings to become Captain Universe), summoning Spider-Man and a number of its other past possessors to the Microverse. Finding Spider-Man and the rest bereft of those energies, Psycho-Man imprisoned them, but they broke free; subjected to an overload of his own shrink-ray by Spider-Man, Psycho-Man vanished from existence. |||| |||| After the apparent death of Mr. Fantastic, Psycho-Man plotted vengeance against the Invisible Woman, reconquering Mirwood and using Pearla to dupe the Fantastic Four into believing that Mr. Fantastic was in the Microverse. The Fantastic Four's newest member, Ant-Man (Scott Lang), exposed Psycho-Man's involvement, and the seemingly invalid villain blew up his own base in an effort to slay his foes, though they escaped. Surviving as well, Psycho-Man occupied the facilities of Baron Karza, a Microverse tyrant then believed dead. Psycho-Man sought the future technology of the cyborg Garrison Kane (Weapon X) to enhance the power of the Baron's Dog Soldiers, leading to a conflict with Kane's allies Cable, Domino (Neena Thurman), and Copycat, as well as Arcturus Rann, Marionette, and Bug. Cable used his psychic powers to bombard Psycho-Man with the powerful love emotions existing between Kane and Copycat, incapacitating the villain, who was left in stasis under the Rann's' supervision. |||| |||| When the Stark-Fujikawa Corporation somehow acquired one of Psycho-Man's armored suits and Control Boxes, Dr. Bradley Beynon used them to seek vengeance on Reed Richards, whom Beynon felt had stolen his ideas. The real Psycho-Man confronted him to retrieve his property, but both he and Beynon were sent back to the Microverse by a malfunctioning shrink ray. When the Silver Surfer pursued the extradimensional Tenebrae into the Microverse, Psycho-Man captured them both. The Surfer broke free, but Psycho-Man then joined with Tenebrae to capture the Silver Surfer and use him to power his ship as they plotted to conquer Earth; however, Tenebrae's former associates in the group-mind of the Mergence attacked them, and Psycho-Man narrowly escaped back to his own realm. When Sub-Atomica's existence appeared to be threatened by energies from Earth, Psycho-Man traced them back to the young mutant Hope (Esperanza Ling), and he attempted to claim her power for himself. Hope was protected by Spider-Man, the alien Technarch Warlock, and the telepath Psimon, so Psycho-Man transported them back to his ship where his more powerful weapon nearly drove them all mad. The panicked Hope's technology-disrupting power nearly destroyed his ship, and Psycho-Man was forced to admit defeat and send the heroes home. |||| |||| Shortly thereafter, all of the Microverse-type realms were merged during a conflict between the mad Titan Thanos and the revived Baron Karza. Around that time, Fredd, the alternate-dimension evil twin clone future self of Captain Marvel (Genis-Vell), was banished from his reality in an energy cocoon by his world's Reed Richards. He arrived in the Microverse, where his power was detected by Psycho-Man, who enlisted Drax the Destroyer to shatter the cocoon. Once freed, Fredd proved immune to the power of Psycho-Man, whom he dominated, and he captured Earth-616 (mainstream Earth)'s Captain Marvel to test Psycho-Man's enlarging ray's ability to restore him to Earth. Captain Marvel took control of Fredd's Nega-Bands and tapped into Psycho-Man's Control Box, driving Fredd into a frenzy that culminated with his exploding Psycho-Man's World Ship. |||| Psycho-Man finally began to succumb to the nerve degeneration initiated by Sue Richards' attack. Dying, he returned to Earth to gain vengeance on his greatest enemies. His powers enhanced to a new degree, he caused the Fantastic Four to be evicted from the Baxter Building, taking it as his own base. From there he spread his power across Manhattan, causing increasing levels of terror, violence, and depression. Sue, however, was able not only to sense his power, but to manipulate his energies, purging the city of them. Using the blind Alicia Masters as a double to catch Psycho-Man unaware, Sue knocked him out by obstructing his airway, and he was placed in stasis."
13220,Parallax (02 - Entity),,13220_20080727190731_char.jpg,,,Emotional Entity of fear who empowers the Sinestro Corps.
6431,Zor - L (Earth-2),,6431_20100807080838_char.jpg,,,"The Earth 2 universe counterpart to Zor-El.  Husband to Allura, father to Kara Zor-L, otherwise known as Power Girl.  Also, uncle to Kal-L by virtue of being Jor-L's brother."
3697,Outsider,Alfred Pennyworth ,3697_20100212211927_char.jpg,,,None entered.
80832,Loni Stane (Marvel)(Earth-55921),,,,,"Loni was a greedy opportunist, always on the lookout for a man who could provide her with a life of wealth and privilege. She found such a man in industrialist Howard Stark. The two were married and they remained together until Howard's company, the Stark Defense Corporation, began suffering financially. This was due largely to Howard's investment in Biotech Armor, whose untested processes caused Stark's stock to plummet. Fearing for her future, Loni divorced Stark and took half of his assets in the settlement and then began sleeping with Zebediah Stane, Stark's chief competitor. Loni (being a gold digger) agreed with Stane in taking Stark's company apart (Howard was most likely too distracted as his second wife gave birth their son). Later, Loni had her and Stane's son. |||| |||| After Stane was sent to prison for kidnapping Stark's young son, Loni divorced Stane and acquired even more money from the settlement. Sometime later, she meets a teenage Tony Stark and his friend James Rhodes as well as seeing the younger Stark's prototype armor. She later pleaded with her ex-husband to provide Obadiah Stane (her son) with a secure education via a stay at the government think tank known as the Baxter Building. |||| |||| Later, Tony thinks it was Loni that's the mastermind behind the scenes trying to kill them and set off to Utah to find Loni. When they arrive, Obadiah falls off a cliff but Tony (in his prototype Iron Man armor) catches him as terrorists arrive on the scene. Tony flees, but follows them as they take Obadiah to Loni and their hideout. When Tony breaks into the compound, Loni floods it with poison gas trying to kill him, abandoning Obadiah. Stark saves Obadiah, but Howard and Nifara are taken captive by Loni. After killing Nifara and the guards (because she wanted no witnesses), Loni confesses to the elder Stark that all she ever wanted was power. That’s why she married Howard, divorced him, married Zebadiah, had Obadiah, and later had Zebadiah killed. |||| |||| Tony shows up, and Loni shoots Howard in the chest, threatening to shoot him again if he doesn't take the suit off. After Tony takes off his armor, Loni says she wondered what it was like if she stayed with Howard, had given him a child, and if she had been Tony's mother. Then, Loni shoots him in the head, not knowing that his entire body is a brain and will heal itself. Tony fights Loni, beats her, and tends to Howard. Obadiah, mad that Loni (his mother) abandoned him for dead with the poison gas, enters the room and kills her."
9609,Ringer (Marvel)(01 - Anthony Davis),Anthony Davis ,9609_20070302020059_char.jpg,,,"A former engineer for NASA, criminal Anthony Davis grew jealous of the wealthy Kyle Richmond. Designing a suit of battle armor that would be constructed by the Tinkerer, Davis, calling himself the Ringer, broke into one of Richmond's buildings to rob it. Richmond confronted the Ringer in his guise of Nighthawk II, breaking several of Davis's teeth in the process. Davis was arrested and jailed, where it took a prison dentist several weeks to rebuild his broken teeth. |||| |||| Humiliated by his defeat at Nighthawk's hands, Davis decided he was not cut out for a life of crime. He had previously designed an improved version of his old battlesuit, which remained in the Tinkerer's warehouse, which he planned to rent out to various criminal contacts as part of a get-rich-quick scheme. As Davis tested the suit, the Beetle broke into the shop to retrieve his own equipment. Easily subduing the Ringer, the Beetle brought him back to his hideout, where he forced Davis to wear the suit to battle Spider-Man, tricking him into thinking a new Ring the Beetle had added to the suit would explode if the Ringer did not obey. the Ringer teamed up with Coachwhip and Killer Shrike to attack the Moon Knight during the Acts of Vengeance, but he was defeated quickly. |||| |||| The Ringer, deathly afraid of battling another superhero, was dealt a humiliating defeat by Spider-Man, who broke his repaired dental work and left him webbed for the police. Upon his release from prison, the Ringer avoided New York City and its super heroes and operated as a costumed criminal primarily in the Midwest, sinking into petty crime and being viewed as a loser in the supervillain community. On a visit to the Bar With No Name in Medina County, Ohio, one of a number of similar secret meeting places for costumed criminals, the Ringer was contacted by Gary Gilbert, who was formerly the costumed terrorist called Firebrand. Gilbert invited the Ringer to attend a meeting at the bar to discuss strategies for dealing with Scourge, the mysterious vigilante who had murdered a large number of costumed criminals. The Ringer came to the meeting, but, unfortunately for him, so did Scourge, disguised as the bartender. Scourge slaughtered the Ringer and all the other criminals who were present. |||| |||| Upon hearing of his supposed death, the Ringer's wife Leila Davis became a criminal herself, plotting to get revenge on the Beetle, who she blamed for her husband's humiliation, although she was thwarted by Spider-Man. When she joined a group of other villains in attempting to kill the wall-crawler, she was saved during the battle by her husband, who appeared as the cyborg Strikeback. Davis revealed that he had not actually died in the Scourge's massacre, but was barely alive when AIM agents investigated the murder, seeking information on the technology used by the dead criminals. AIM created a new cyborg body for him, and he worked for the organization for some time before striking out on his own. As Strikeback, Davis was a much more skilled fighter than he was as the Ringer, defeating Boomerang, Swarm, the Vulture and Stegron. However, the dinosaur man badly damaged Strikeback's cybernetic systems during the battle, which caused them to slowly break down. During this time, he enjoyed a happy, if brief, retirement with Leila before dying. Leila herself would later perish in battle with the villain Graviton."
