CharacterID,Name,Real Name,ImageURL,Powers,Weaknesses,Bio
1194,Sinestro (DC),Thaal Sinestro ,1194_20070301182329_char.jpg,,,"A native of the planet Korugar in space sector 1417 (as the Guardians designate space), Sinestro was initially considered to be one of the greatest Green Lanterns, but as the years passed, he became more and more fixated not simply on protecting the magenta-skinned Korugarians, but on preserving order in their society. Eventually he concluded that the best way to accomplish this was to conquer them, and to rule the planet as a dictator. |||| |||| When Hal Jordan joined the Corps, Sinestro was assigned to be his instructor. Jordan was horrified at the way Sinestro ruled his people like a dictator, though Sinestro maintained that his iron-fisted rule was necessary to protect his people from alien forces. As such, while repelling the alien warlords known as the Khunds from attacking the planet, the Korugarians rebelled. When Jordan called for help from the other Green Lanterns, Sinestro's dictatorship was exposed and he was forced before the Guardians for punishment. Sinestro's Green Lantern Ring was given to Katma Tui, the leader of the rebellion who had felt that Sinestro's 'protection' kept his people from growing as a society through contact with other alien races. |||| |||| Punishment and villainy |||| |||| The Guardians decided to punish Sinestro by banishing him to the 'anti-matter universe', in particular, the alien world of Qward. Their motive for doing so was to humble Sinestro, by exiling him to a world ruled by evil and in particular, beings who hated the Guardians and the Green Lanterns. This would be a major miscalculation, as Sinestro instead was taken in by the Weaponers of Qward. The Weaponers were a group of warrior and scientists who hated the Guardians as much as Sinestro did and the two became allies, with the Weaponers offering to help Sinestro gain revenge on the Green Lantern Corps and the Guardians. |||| |||| Creating a yellow power ring for him to use, they sent him back to his home universe to seek his revenge. Sinestro quickly became a powerful nemesis toward the Green Lantern Corps, partially due to the fact that their power rings cannot directly affect anything yellow. Despite this, skilled Green Lanterns like Jordan always found ways to defeat him. |||| |||| Before the Guardians took a leave of absence from their universe to attempt mating with their counterparts the Zamarons, they constructed an inescapable prison for Sinestro and thousands of others on Oa. However, Sinestro's cunning prevailed once again and he managed to free himself through the mental manipulation of the Mad God of Sector 3600. Now wielding nearly unlimited power, Sinestro murdered entire star systems until he was finally subdued by the Green Lantern Corps of Earth. Now guilty of multiple acts of genocide, Sinestro was put on trial again by the assembled membership of the Green Lantern Corps. Finding him guilty, they condemned him to death and executed him, not realizing this activated a failsafe system within the Central Power Battery on Oa that caused it to be destroyed should ever a Korugarian male be killed by a Guardian or their agents (the failsafe was created by the Guardians after their mates, the Zamarons left them to live with Korugarians, a fact that they told no one out of jealousy and shame). Ironically, Sinestro's death then resulted (temporarily at least) in what he sought to achieve in life; the destruction of the Corps. He had also managed to cheat death itself by transferring his consciousness into the Central Power Battery, where he made a startling discovery about the ancient Yellow Impurity within the Green Lantern's light. |||| |||| The yellow impurity turned out to be a sentient entity known as Parallax and the two merged as Hal Jordan entered the battery to desperately try and save the few remaining Green Lanterns, whose power rings had not been rendered powerless by the death of Sinestro. Jordan ultimately defeated Sinestro, whose spirit was condemned to remain trapped inside the power battery for eternity. But for Sinestro, his was a victory that was greater: not only had he decimated the Green Lantern Corps, but through him, the yellow impurity entity Parallax had successfully infected Hal's mind, setting up Sinestro's ultimate triumph. |||| |||| Guy Gardner |||| |||| Guy Gardner, forced to forfeit his Green Lantern ring after a grudge match with Jordan, set out on a quest to regain his power and identity. With the help of Lobo, Gardner acquired the yellow power ring of Sinestro from Oa's Crypt of the Green Lantern Corps. The yellow ring did not use a battery to recharge but actually needed to be used against Green Lanterns to restore power. Gardner found this out by accident when a member of the GLC fought him while he had absolutely no power. |||| |||| As the yellow ring spoke Sinestro's native language, Guy was unable to communicate with it, although it seemed to understand him to a degree. |||| |||| Guy only wore the yellow ring for a short while as the character was caught up in the new editorial direction for the Green Lantern franchise that led to the controversial Emerald Twilight storyline in Green Lantern (vol. 3) #48-50 and it was decided to take the yellow ring from Gardner and completely reinvent the character. |||| |||| Ultimate Revenge |||| |||| In the meantime, the return of the Guardians resulted in the Corps being re-established, only to be attacked and annihilated by Jordan himself when he was possessed by the Parallax entity, and taking it's name. Driven mad with grief by the destruction of his home city and the apathy of the Guardians towards his plight, the yellow impurity pushed Hal towards a Parallax-induced homicidal rampage that left scores of Green Lanterns dead or maimed as Parallax sought to absorb the Central Power Battery's energies into his being. |||| |||| Sinestro was then revived by the Guardians and sent to stop Hal only to be murdered by his enemy. But Sinestro's death was not as it appeared, as he would later imply that the being that Jordan killed was a construct made by Parallax and unknowingly extracted from the Central Power Battery. |||| |||| Hal Jordan promptly finished off the Green Lantern Corps by absorbing the Central Power Battery's energies into himself. How Sinestro escaped remains unknown, but he survived and went into hiding as he watched Hal become what Sinestro had become: a traitor and a murderer reviled by his friends and his allies. |||| |||| Return |||| |||| Sinestro eventually revealed the charade when Kyle Rayner discovered the existence of Parallax and revealed it to Green Arrow and the Justice League. Nearly killing the two heroes, Sinestro was stopped by the newly resurrected Hal Jordan, who reclaimed his ring and was purged of Parallax's influence. The two fought to a draw, with Sinestro escaping to the anti-matter universe when his ring was damaged by Hal during the fight. |||| |||| Sinestro later appeared in the miniseries Villains United, where he captured Lady Quark for the Secret Society of Super-Villains. Sinestro had been a member of the group in the past and played a major role in the Society's massacre of the Freedom Fighters, with Sinestro murdering the second Black Condor early on. |||| |||| Sinestro also has engaged in other sinister schemes: with the Green Lantern Corps restarted with the return of Hal Jordan, Sinestro has decided to found his own Corps, offering yellow power rings, and a role in the Sinestro Corps, to the most feared and savage warriors of the universe. The size and scope of this new organization has yet to be revealed but stands to be a major threat for the Green Lantern Corps in the near future. |||| |||| In a recent interview with Geoff Johns, writer of the current Green Lantern series, [1] it was revealed that the Sinestro Corps are actually meant to mirror the GLC, to the minutest of details. Johns said, 'The Sinestro Corps [will have] its own Oa-type planet, its own Guardians, [and] its own oath.' |||| |||| Sinestro Corps |||| |||| Enslaving all the Qwardian Weaponeers, surveilled by Arkillo, a large and muscular vicious alien with the same role of Drill Sergeant held by Kilowog in the GLC, he forced them to continuously build new yellow rings, programmed to breach the barrier between anti-matter and matter universe, find and recruit new warriors. |||| |||| All Qwardians now sport slave collars, put on them by Sinestro himself to assure their loyalty, and the planet has now a huge yellow 'Central Battery', like the Oan one. |||| |||| Known members, other than the Corps namesake and Arkillo, include: Karu-sil, 'the girl next door' from a planet populated by murders and sociopaths; Despotellis, a sentient virus capable of attacking Lanterns from the inside; Bedovian, the sniper of the Corps, capable of taking out a target from three sectors away while living off of the fungus growing on his 'hermit crab' like shell. [1] |||| |||| Recently, the Sinestro Corps tried to recruit Batman, known for being able to instill fear into the hearts of man. Batman rejected the ring however, due to Batman's own willpower and his former exposure to a Green Lantern Corps ring. The ring, seeking a 'replacement' was sent to Amon Sur, the disgruntled son of Abin Sur, who was attempting to steal Hal Jordan's ring at the same moment"
1216,Blackfire,Komand'r ,1216_20070704171518_char.jpg,"Because of a Psion experiment, Komand'r's body is a massive solar battery capable of storing tremendous amounts of energy and then releasing it as destructive starbolts. Komand'r is also a highly trained warrior possessing a variety of combat skills.",,"Komand'r was born the eldest child of Tamaran's royal family. The first princess born in over a hundred years, she should have been courted and showered with honors. On the day she was born the Citadel Empire attacked and destroyed the western Tamaranean city of Kysarr and killed three thousand citizens in her name. Though she was in no way at fault for what had happened Komand'r was for all time inextricably linked with the terrible day. To make matters worse, Komand'r was crippled by a childhood illness that left her unable to absorb ultraviolet radiation to fly as most Tamaraneans did. |||| |||| Because of Komand'r's naturally grim disposition, a stark contrast to the royal family's generally contented outlook, the subjects of Tamaran hated her. As a result, though first in the line of succession, she was denied her birthright to be the next Princess of Tamaran to maintain respect and prestige of the royal family. Her privileges, honors, and her royal style and dignity were transferred to her younger sister, Princess Koriand'r (who would later become known as Starfire). Inwardly, Komand'r's rage grew and her resentment turned to hatred for her planet, her people, her family, and lastly her younger sister who, in Komand'r's eyes, made the fateful mistake of being born. |||| |||| Komand'r's rivalry continued and intensified when she and her siblings were sent, per Tamaran's warlike custom, for warrior training with the Warlords of Okaara. Komand'r's true feeling were exposed, when during a sparring exercise she attempted to kill her sister, the Princess Koriand'r. As a result, she was expelled by the Warlords. Humiliated by her own transgression Komand'r swore vengeance and joined the Citadel, quickly rising through their ranks to become a warrior fighting against the forces of her own planet and, ultimately, her own family. |||| |||| Betrayal |||| |||| Komand'r later betrayed her planet with detailed information about Tamaran's defenses to the Citadel. They conquered Tamaran with ease, and the surrender conditions included the enslavement of Koriand'r. Koriand'r was never permitted to return, since that would mean the Citadel would devastate the planet for abrogating the treaty. |||| |||| Komand'r was her sister's master and made the most of her younger sister's bondage with years of horrific servitude and torture. When Kory killed one of her rapists, Komand'r decided to execute her as punishment, but not before the sisters were attacked and captured by the Psions. |||| |||| Psions, largely a species of sadistic scientists, performed a deadly experiment on both of the sisters to see just how much energy their Tamaranian bodies could absorb before exploding from the overload. During the procedure, Komand'r's forces attacked the Psion ship to rescue her and while the Psions were distracted, Kory broke free with the starbolts, destructive blasts of solar energy, which were a result of the experimentation. Against her better judgment she decided to free Komand'r, who was still absorbing energy. However, far from grateful, Komand'r struck her sister down with the same (but more intensified), power and had her restrained for later execution. Kory escaped and stole a space ship to planet Earth, where she met a young group of heroes and helped form the new Teen Titans. |||| |||| Infinite Crisis and aftermath |||| |||| Komand'r recently appeared in the Rann-Thanagar War limited series, during which she killed Hawkwoman in her pursuit of a New Tamaran. She formed an uneasy alliance with the surviving players of the War, in order to deal with more pressing concerns (Infinite Crisis). She was not seen during the Crisis itself, and has recently appeared in Hawkgirl and JSA Classified, attempting to kill Hawkman and Hawkgirl. The Hawks defeated Komand'r, after which Hawkman used Psion technology to strip the villain of her starbolt powers."
126,Sidewinder (DC),,126_20140208211510_char.jpg,,,None entered.
3089,Vance Astro,Vance Astrovik ,3089_20080412011348_char.jpg,Mutant Psionic power of Psychokinetic bolts.,,Vance Astrovik volunteers to become the first astronaut to go to Alpha Centauri in the 20th century.  After a 1000 years of travel Vance is shocked to find humans have already landed and colonized the planet.  Vance also finds that he can not take off his space suit for fear of dying from exposure.  He later forms the Guardians of the Galaxy with Martinex and Charlie-27.  They aim to be the 30th centuries version of the Avengers.  In one of his adventures he meets his younger self and changes the time line so that his powers reveal themselves earlier in his life.  Thus making the Guardians time-line an alternative version.
3087,Charlie-27 (Marvel),,3087_20060315071732_char.jpg,Super Strength,,"Charlie-27 is a soldier, genetically engineered to live in Jupiter's gravity. As such, he has eleven times the muscle mass of a normal human. He is a founding member of the Guardians of the Galaxy. He once had a romantic relationship with fellow Guardian Nikki, but the two broke it off. They still remain friends. |||| |||| Though from the future, Charlie-27 manages to become involved in the Infinity War. He and his team save Avengers Mansion from an invasion by the Masters of Evil. Then both teams save each other from waves of evil doubles based on both teams. |||| |||| Rita Demara once earned his friendship by performing an impromptu surgery with her stings on a massive internal blood-clot, saving his life. |||| |||| As with the rest of the team, Charlie's last appearance is on a mysterious planet as the team had become lost in space and time."
406,Speedball (Marvel)(01 - Robbie Baldwin),Robert Baldwin ,406_20070101171449_char.jpg,"Robbie Baldwin's exposure to energy from a dimension of kinetic energy gave him the superhuman ability to create a kinetic field of unknown energy around himself which absorbs all kinetic energy directed against him (what he originally called the 'Speedball Effect.') This absorption can vary from resisting the effects of physical objects such as bricks and rocks to resisting that of energy and fire and even explosions. Within his kinetic field it is nearly impossible for him to be hurt, and he instead bounces harmlessly from object to object, with no loss or transference of momentum. |||| When transformed into Speedball, he is covered with a blue-and-gold costume (originally a facsimile of the lab uniform he wore when exposed to the energy) and surrounded by a display of multi-colored bubbles. At first, Robbie would transform uncontrollably if hit with a slight force, but eventually became able to activate the effect consciously. He typically uses the field to slam into his opponents, and the multi-colored light display can be used to distract opponents. After many years, Robbie has learned to extend the kinetic field outward, pushing back everything in his immediate area or, by focusing more locally, delivering more powerful blows in hand-to-hand combat.",,"Robbie Baldwin is the son of Justin Baldwin, District Attorney of Springdale, Connecticut, and Maddy Naylor-Baldwin, a popular actress. His parents held very opposite views and often argued in front of Robbie, a fact made more poignant as their arguments often had to do with what Robbie should be doing with his life and future career. |||| |||| As a high school student, Robbie was interning at the Hammond Research Laboratory in Connecticut. There, Doctor Benson and two colleagues began the final stages of their attempts to tap an extra-dimensional energy source, but the researchers did not construct adequate safeguards and the energies began to overload Hammond Labs' equipment. Part of the energies fed back into the generator, shorting out the entire system. Unfortunately, Robbie had sneaked into the lab where the experiment was taking place, curious as to what all the hush-hush preparations had been for. Robbie was bombarded by energy from the dimension but survived, finding himself surrounded by weird energy bubbles, clad in an odd costume, and having a hollow and resonant voice. Panicking, Robbie sought to escape to the roof of the lab building where he encountered four masked gunmen. During the ensuing battle, Robbie discovered that his body now generated a kinetic energy field that protected him from any impact and made him a bouncing dynamo of kinetic energy. |||| |||| Shortly afterward, Robbie's parents were accosted by Johnny Roarke, a criminal Justin Baldwin had put away, and Robbie used his powers to defeat him. The media leaped to the story, reporting the appearance of a new hero, whom they dubbed 'the Masked Marvel.' Robbie continued to use his powers to fight crime, and the Masked Marvel enjoyed a great deal of popularity from the townspeople, although his parents held very diametrical and vocal views about the costumed vigilante. Baldwin was forced to keep his power under control, avoiding any potential contact that might trigger his powers. He also spent much of his time trying capture Dr. Benson's cat, Niels, who was similarly caught in the energy experiment and gained Speedball-like powers, and using him to help understand his powers. |||| |||| During a trip to New York City, Robbie ended up helping Spider-Man and Daredevil stop the Purifiers of the High Evolutionary, but mostly Robbie fought criminals in Springdale, such as the Sticker, Leaper Logan, the Bug-Eyed Voice, and the Feathered Felon. Robbie hoped to become a big-time superhero, and even joined a tryout for the premier hero team Avengers, only to be rejected. During a shopping trip to New York City with his mother he saw a battle breaking out involving Terrax, former herald of Galactus. Joining the fray along with the other heroes that would subsequently become the founding members of the New Warriors, Robbie agreed to join the team as well after Terrax was defeated. |||| |||| Despite the long distance he often had to travel, Robbie stayed with the New Warriors for a long tenure, quickly becoming an annoying but loveable kid brother to the older Warriors and continuing to grow in the development of his powers. Shortly after joining the team, he asked his teammates to assist him in investigating the long absence of his mother, who had joined a fanatical ecological watchdog group, Project: Earth. The Warriors discovered the group wanted to kill Baldwin's mother, as her celebrity would serve to make her a martyr to their cause. Robbie helped save his mother and defeat Project: Earth, and in so doing he revealed his secret identity to her. Although shaken, she supported her son's lifestyle as a superhero. |||| |||| Speedball had battled numerous villains with the New Warriors, including Terrax, the Sphinx, the Puppet Master, Gideon, Force of Nature, Psionex, and the Folding Circle. At one point, the cosmic villain Magus created evil doppelgangers of Earth's heroes, and Robbie's duplicate used its powers to virtually destroy the town of Springdale. It also confronted Robbie's parents, and Robbie was forced to kill his duplicate. This led to his father discovering his secret identity, and Justin Baldwin denounced his son because of what he saw as vigilantism. |||| |||| Robbie’s parents got divorced, and Robbie chose to live with his mom in New York. This allowed him to develop deeper relationships with his teammates, notably Nova, Rage, and, perhaps more reluctantly, his neighbor Carlton LaFroyge (who used the knowledge of Robbie’s identity to force his way onto the team as Hindsight Lad.) |||| |||| When Timeslip joined the Warriors, telling of her visions of Speedball’s death, she and Robbie nevertheless developed the beginnings of a romantic friendship while seeking the truth behind these visions. At the same time, despite Speedball’s ever-increasing control over his powers, Robbie began experiencing severe spikes in his power levels that wreaked havoc over his immediate area. The Warriors were confronted by the Sphinx, who claimed the presence of Speedball was creating chaos with time itself. They were also confronted with the evil techno-organic being Advent. The Sphinx succeeded in killing Speedball before escaping, and Advent left for the future. Timeslip, holding Speedball when he died, received memories from him in his dying moments-- memories of a citizen from the future named Darrion Grobe. Grobe, the son of the man who would become Advent, hoped to undo the meddling his father had caused by traveling through the kinetic dimension to the past. He used futuristic technology to become a duplicate Robbie Baldwin/Speedball, replacing Speedball when he was trapped in the kinetic dimension by the Sphinx several months before. Timeslip used her knowledge and powers to transport the New Warriors to the future. There, a holographic persona of Darrion helped the Warriors to undo all of Advent's manipulations. Ultimately, the team had to enter the kinetic dimension to escape the future before it became re-made, and they brought back the true Speedball while returning home. |||| |||| Robbie has always been a New Warrior at heart. Even when the team seemed to be on a long hiatus, he and Nova helped re-form the Warriors to defeat Blastaar, adding new members Aegis and Bolt. Robbie and Nova even tried to pitch the New Warriors as an animated series, but they were forced to flee when they saw the producers’ unique take on the team. Nevertheless, Speedball returned when the New Warriors were led by Night Thrasher into a unique re-branding as a reality-TV show. Robbie’s bouncy personality seemed a perfect fit despite the contentions of other teammates, and the team hit the road to become heroes for the common man throughout small-town America. Eventually the New Warriors encountered Nitro, Speedfreek, Cobalt Man, and Coldheart and during the battle that followed Nitro used his power and caused a massive explosion killing the New Warriors and almost everyone around that area for an unknown distance. Speedball was seemingly killed during this explosion and was later ridiculed by TV talk show hosts."
1632,Breach,Tim Zanetti ,1632_20090830072320_char.jpg,,,"A former United States Army Officer, Major Tim Zanetti is forced to live inside a containment suit, following an accident involving military cross-dimensional research. |||| The Major has actually been in a coma for the past 20 years following the accident, and as such has no knowledge of the current state of the world."
16991,Malebolgia,,16991_20160608013011_char.jpg,,,None entered.
5626,Madame Masque,Giulietta Kristina Nefaria ,5626_20081210015042_char.jpg,Madame Masque is a superb marksman.,,"Madame Masque was born Giulietta Nefaria, the daughter of the master criminal Count Luchino Nefaria. Her mother died when giving birth and Luchino wanted his daughter to lead a respectable life, so he gave the child to Byron Frost and his wife Loretta to be raised. Byron Frost was a wealthy financier and an employee of Nefaria. He called the child Whitney and raised her as his own. |||| As a young adult, Whitney became engaged to politician Roger Vane. The Frosts died and Count Nefaria approached Whitney and revealed her true parentage. He told Whitney that he wanted her to take his place as leader of the Maggia, a Mafia-like organisation on the East Coast of the United States. Whitney at first refused, but when she told Roger about her father, he left her, afraid that her connections to a known criminal would hamper his political career. |||| Whitney accepted her father's offer and was trained by him in strategy, criminal activities and combat. She turned out to be a brilliant student and when her father was imprisoned, she became the new Big M, the leader of the Nefaria Maggia. Her role as Big M brought her into conflict with Iron Man and after a raid on his company, Stark Industries, Whitney was forced to flee. Her plane crashed though and Whitney's face was scarred during the accident. She was saved by the criminal Mordecai Midas and started to work for him. Midas was obsessed with gold and Whitney hid her face behind a golden mask and used the alias 'Madame Masque'. |||| Madame Masque met Tony Stark, Iron Man's alter-ego and he showed concern for her, despite her scarred face. She turned on Midas to save Stark, but left Stark because of her criminal past. Unable to forget him, she returned as Krissy Longfellow, Stark's personal secretary. Both came to know of each other's secret identity and started a romantic relationship. Their happiness was short-lived though; her father was dying as the result of an attempt to gain superhuman powers. Whitney hired the Ani-Men to bring her father to her and then asked Stark to find a cure for him. Nefaria tried to use violence to force Stark and a battle started between the Ani-Men and Iron Man. During the battle Whitney was unable to chose between her father and her lover and when Nefaria's life support was damaged in the fight, she went insane with guilt and grief. |||| Whitney returned to the Nefaria Maggia and as 'The Director' became its leader. She often fought Iron Man and his friends. At one point, Whitney became paranoid and started to create copies of herself, known as bio-duplicates. One of her bio-duplicates, known as Masque, was an ally of the Avengers. Whitney later ordered Masque exterminated for its aberrant behaviour."
3114,Big Sir,Dufus P. Ratchet ,3114_20070815131010_char.jpg,,,None entered.
