CharacterID,Name,Real Name,ImageURL,Powers,Weaknesses,Bio
13,Angel (Marvel)(03 - Warren Worthington III),Warren Kenneth Worthington III ,13_20051203110123_char.jpg,"Angel has fully feathered wings that span 16' and have a very flexible skeletal structure. He can fly by flapping his wings, and can reach speeds of up to 150 mph. Though he generally flies below the height of clouds at 6,500 feet, Angel can reach a height of 10,000 feet with little effort. His wings are strong enough to carry aloft at least 200 pounds in addition to his own body weight. Angel's entire anatomy is adapted for flight, having hollow bones; a body virtually devoid of fat, granting him enhanced proportionate muscle strength; eyes that can withstand high-speed winds; enhanced eyesight enabling him to see at distances far greater than the average human; and a special respiratory membrane that extracts oxygen from the air at extreme velocities and altitudes. |||| |||| Angel is a skilled combatant, especially in aerial hand-to-hand combat. He is also a talented businessman whose wealth ranks him in the lower part of the Fortune 500 list. |||| |||| See the entry on Archangel for information on his secondary mutation. ||||",,"Warren Worthington III was born in Centerport, New York to Kathryn Worthington and Warren Worthington Jr. He was attending a private school in his adolescence when white, feathered wings began to grow from his shoulder blades. At first Warren felt he was a freak, but he soon learned that he could use his wings to fly and to help people. When there was a fire in his dormitory, he borrowed some props from the school's drama department, dressed up as a 'heavenly' angel and rescued his friends. He soon learned that he in fact is a mutant. He donned a mask and costume and called himself the Avenging Angel and was a solo adventurer originally. |||| |||| He then began attending the Xavier School For Gifted Youngsters, where Professor Charles Xavier trained young mutants to control their powers and use them for good. Taking the code name Angel, Worthington became one of the original members of the superhero team the X-Men. |||| |||| For a time, he was romantically interested in Jean Grey, but eventually he realized that Jean was in love with Scott Summers and gave up the pursuit. |||| |||| While pursuing Sauron in the Savage Land, Angel was attacked by Pteranodons and fell to his death. He was brought back to life by an uncostumed Magneto, who was known as Creator in the Savage Land. Presumed dead, Magneto had been gathering a mutant army. |||| |||| When the original X-Men were captured by the mutant island Krakoa, Professor X created a new team of X-Men to rescue them. When this new team of X-Men decided to stay, Angel and the rest of the original team, with the exception of Cyclops, left the team. He and Iceman went to Los Angeles, where they founded the Champions with Hercules, the Black Widow, and the original Ghost Rider. Following the apparent death of Jean Grey and Cyclops' subsequent exile from the team, Warren rejoined the X-Men to help pick up the slack. During this time, Angel grew increasingly disturbed by the behavior and actions of Wolverine, and after some time quit the team in protest. |||| |||| He was once kidnapped by the Morlock leader Callisto and stripped of most of his clothing. Callisto attempted to humiliate him. He could not remember anything else at the time as he was unconscious. Just then, Storm, Nightcrawler, Colossus, and Sprite arrived to stop Callisto, but they were also captured by the Morlocks and tied to stakes. Storm struck a deal with Callisto: a battle to the death without powers. They would duel with knives, with the winner keeping Angel and having the leadership of the Morlocks. Storm won, but spared Callisto's life. Shortly thereafter, Angel joined the Defenders. |||| |||| The Defenders did not last much longer with Angel, Iceman, and Beast being the sole survivors. They had decided to abandon the hero's life, but with the resurrection of Jean Grey, the five original X-Men chose to form X-Factor. During this period, Warren found himself giving Jean more emotional support than Cyclops was, who was going through intense emotional repercussions while trying to deal with the fact that Jean was still alive in conjunction with his own involvement with Madelyne Pryor (who was later revealed to be a clone of Jean). |||| |||| Archangel |||| |||| Much later, having joined his teammates as a member of X-Factor, Warren's wings were severely damaged during the Mutant Massacre by Harpoon. Cameron Hodge—whom Warren had known for years and considered a friend, yet was secretly anti-mutant—had his wings amputated. Despondent over the loss of his wings, Warren escaped the hospital and commandeered his private jet, which exploded in the air as the rest of X-Factor watched helplessly from below. It was revealed that Hodge had sabotaged Warren's ultralight airplane to create the illusion that the depressed Warren had tried to commit suicide. |||| |||| Before the explosion, Warren was spirited away by the ancient mutant Apocalypse. Apocalypse altered Warren's appearance, giving him blue skin, organic metal wings, and the ability to fire his metal feathers as projectiles. He also gave him the title of Death, the leader of his Horsemen. When it appeared as though Death had killed his former teammate Iceman, he overcame Apocalypse's brainwashing. Hungry for revenge, he tracked down Hodge. Hodge had kidnapped Warren's lover, Candy Southern, and killed her. Warren beheaded Hodge with his wings, seemingly killing him (it was later revealed that Hodge's head still lived in the X-Tinction Agenda crossover). Warren did not rejoin X-Factor immediately afterwards, spending some time as a loner called 'Dark Angel' due to his state of mind following Southern's death. After the events of Inferno, he finally rejoined X-Factor, taking the name Archangel at Beast's urging. It was around this point that he became romantically involved with Charlotte Jones, a New York City Police officer who helped to rescue Warren and the rest of X-Factor from the Ravens, a cult of near-immortal psychic vampires. |||| |||| After rejoining the X-Men, Archangel became romantically involved with Psylocke. Warren soon traded in his 'Death' garb for his old blue and white costume, signifying he was attempting to put his dark days behind him. After Psylocke was eviscerated by X-Men prisoner Sabretooth during an escape attempt, Warren and the X-Men tracked down and captured him, but not before he was able to badly damage Warren's metal wings. Over time, the damage to his wings spread. Eventually the metal wings shattered completely, revealing that his feathered wings had been growing back within them and broke them apart from the inside. This followed a visit from Ozymandias, who told him that he was indeed one of Apocalypse's chosen ones. Reclaiming his original codename Angel, Warren still retained his blue skin color. Having both experienced drastic changes in their lives, Psylocke and Warren found themselves growing apart, while Psylocke began showing attraction for new X-Men recruit Thunderbird. Realizing they were no longer on the same path, Warren ended their relationship, wishing her happiness in the future. |||| |||| Warren remained a member of one of the core X-Men teams, where he served as co-leader with Nightcrawler. In a fight with Black Tom Cassidy, Angel experienced a 'secondary mutation'. His blood gained advanced healing properties, giving him the ability to heal quickly from wounds and allowing him to heal others when his blood is mixed with theirs. This new power 'healed' Warren's skin from Apocalypse's alterations, turning his blue pallor back to its original shade. Warren discovered his ability to heal others when he saved the life of teammate Husk (Paige Guthrie) after she was severely injured in battle. He has since become involved in a controversial romance with Paige, who is several years his junior. It was also revealed during The Draco storyline that his blood dealt much pain to Nightcrawler. Also in the same storyline it is hinted by Azazel, Nightcrawler and Abyss's father, that Archangel may actually be related to an ancient civilization of Angel like mutants who had banished Azazel and his people from Earth into another Dimension. Apparently this is the same dimension through which Kurt a.k.a Nightcrawler passes through while teleporting. |||| |||| Warren and Paige took an extended leave of absence, and Archangel launched a charity called 'Mutantes Sans Frontières' in Zanzibar, (a reference to Doctors Without Borders), where he then proceeded to help stop a coup with the aid of Professor X's newest charges from nearby Genosha. In 'Excalibur,' Warren met up again with Callisto. As Paige reminded Warren of his history with Callisto, Viper attacked. Warren and Callisto then managed to defeat Viper together. In Generation M, it appeared that Angel's wings had shrunken and shriveled into a useless state following the events of House of M. However, it was revealed that Warren had managed to fake losing his mutant abilities in order to lure out The Ghoul, a deranged serial killer who uses his retained mutant powers to murder ex-mutants. |||| |||| Archangel joined with fellow former Champions member Hercules, along with Namora, and Amadeus Cho to attempt to calm down The Hulk in the Incredible Hulk #107. In their attempts to help save New York City from the destruction, they form a new team of superheroes, called the Renegades."
4927,Enchantress (Marvel)(01 - Amora),Amora ,4927_20070325053009_char.jpg,"* Agility |||| * Animation |||| * Astral Projection |||| * Blast Power |||| * Chameleon |||| * Chemical Secretion |||| * Dimensional Manipulation |||| * Divine Powers |||| * Energy Manipulation |||| * Energy Shield |||| * Escape Artist |||| * Fire Control |||| * Flight |||| * Force Field |||| * Healing |||| * Hypnosis |||| * Illusion Casting |||| * Immortal |||| * Intellect |||| * Invulnerability |||| * Leadership |||| * Levitation |||| * Longevity |||| * Magic |||| * Mesmerize |||| * Necromancy |||| * Pheromone Control |||| * Psionic |||| * Shape Shifter |||| * Stamina |||| * Super Hearing, sight and strength |||| * Telepathy |||| * Teleport |||| * Unarmed Combat |||| |||| Enchantress has the near-ageless, superhuman physique of a typical Asgardian goddess, though she seldom relies on her physical prowess. Amora prefers to use sorcery and seduction. Few can resist her beauty, particularly when she augments it with her magic; a single kiss is often enough to make a man her slave. She is one of the most powerful mystics in Asgard or on Earth, capable of energy blasts, protective shields, illusions, levitation, teleportation, conjuring, interdimensional travel, transmutation, time-disruption and mind control. As her sorcerous powers stem largely from Asgardian sources, her magic is strongest within the realm of Asgard and gradually diminishes the longer she remains outside of Asgard, though her powers never fade completely.",,"Amora the Enchantress, An Asgardian Goddess and immensely powerful magical sorcerer. Being backed by years of experience, she is one of Thor's greatest and most powerful foes not only because of her immense power, but also because of him being her love interest. |||| |||| *** SILVER AGE *** |||| Amora first appeared as a foe of Thor, albeit with the intention of seducing him and then soon after as an enemy of the Avengers. |||| |||| The Enchantress' parentage is unknown, though it is known she has a sister by the name of Lorelei. In time, Amora became one of the more powerful magic-wielders in Asgard, with her magical arsenal focused on (but not limited to) charming and mind-controlling people. Her by now well renowned beauty did not hinder in this. |||| |||| Amora has devoted her immortal life to the pursuit of power and pleasure, using sorcery and sexuality as her tools. Born into the Asgardian gods, Amora studied under the mighty sorceress Karnilla The Norn Queen, who ultimately expelled her for being too undisciplined. Amora went on to study under many other Asgardian mages, often seducing them to learn their secrets. By the time she reached adulthood, Amora was a powerful sorceress, famous for her beauty and infamous for her heartless scheming. An early alliance with the warrior goddess Brunnhilde the Valkyrie ended with Amora trapping Brunnhilde's soul, using the Valkyrie's vacated form as a shell for herself and various pawns to inhabit over the centuries that followed. Brunnhilde would eventually return, becoming one of Amora's bitterest enemies. |||| |||| Amora's longest-serving pawn was Skurge The Executioner. Skurge was madly in love with Amora, who granted him just enough affection to ensure his loyalty. The two pursued many schemes together, often coming into conflict with the thunder god Thor and his mortal comrades, the Avengers. When Skurge eventually sacrificed his life aiding Thor in an heroic rescue mission, Amora mourned him with a genuine grief that surprised everyone, including the Enchantress herself. |||| |||| Other smitten pawns such as the original Power Man (Erik Josten) and a new, human Executioner (Brute Benhurst) never served the Enchantress quite so well as Skurge, and were soon abandoned. Pardoned in recent years after helping defend Asgard against Surtur, Amora has had an on-and-off romantic link with her longtime foe Thor, to whom she was drawn even more strongly after he inherited the throne of Asgard. As Thor's ally, advisor and sometime lover, Amora has been a prominent figure in Thor's Asgard. Sadly, Amora was among the many Asgardians apparently slain when Thor's brother Loki led a revolt in fulfillment of the Ragnarok prophecies. Whether she will rise again remains to be seen."
42235,Spider (Fleetway),Alfred Chinard ,42235_20110412145545_char.jpg,,,aka Arthur O'Pod
13245,Moon Maiden,Laura Klein ,13245_20070630201910_char.jpg,"Moon Maiden is able to manipulate the alchemical processes of the Hundred's Lunar Villa, and as such is able to manipulate gravity. The effects range from moving small items around, to flight, to creating havoc with the earth's tides and earthquakes. She can also induce an effect called 'Lunar Madness' in others, which can manifest as anything from traumatic flashbacks to being driven permanently insane.",,"Hugh Klein was an American Astronaut on Apollo XXV, the last manned Moon mission. While on the Moon, Hugh discovered an ancient structure, thereafter referred to as the 'Lunar Villa'. Inside, Hugh finds an infant girl in a cradle, and is then confronted by a ghostly consortium identified as The Hundred. Caelius, speaker for the Hundred, explained how they were a group of scholars and philosophers devoted to peace who fled Rome during the time of the emperors. Using alchemical processes, they created the Lunar Villa and attempted to create a champion of their peaceful ideas on Earth. Unfortunately, they accidentally created the villain known as the Centurion instead. To atone for this mistake, and to perpetuate their beliefs, they created a child they called the Praemonstra Supra, meaning 'She Who Will Point the Way'. Hugh returned to Earth with the infant child, and he and his new wife, Jenny, were allowed to adopt and raise the infant, whom they named Laura. |||| |||| Although Laura exhibited no outward super powers, she was always a brilliant and athletic child. When Laura turned 16, her powers of gravity control manifested. Hugh and Jenny explained Laura's origins to her, and she and Hugh travelled to the Lunar Villa, where the ghostly remains of the Hundred explained her origin and their purpose to them. At this point Laura embarked on her career as Laurel, the Moon Maiden. |||| |||| She soon made many friends among the superhero community, was an early member of the Justice League, and shared at least one adventure with the Teen Titans. Throughout this time, her most frequent opponent was the Centurion. |||| Moon Maiden with the Justice League, Illustrated by Dale Eaglesham. |||| Moon Maiden with the Justice League, Illustrated by Dale Eaglesham. |||| |||| During one of the Centurion's most grandiose schemes, he used a device called an Erasure Weapon, which was capable of erasing a being from history. After erasing several notable heroes from existence, Moon Maiden, along with the remaining members of the Justice League, the Teen Titans, and Infinity Inc. took the battle to the Centurion, in what was known as 'The Century War'. In an act of self-sacrifice, Moon Maiden, took herself and the Centurion high into the sky, and there destroyed his weapon, causing a great explosion, and removing the two of them from history. Only Hugh Klein was able to recall his daughter and the events that had occurred. |||| |||| Moon Maiden eventually returned, wrapped up in the schemes of the also returned Centurion. Hugh was able to rekindle the memories of Laura's friends in the Justice League, and together they were able to free her from the Centurion and she was able to bring a close to his scheme. Afterwards, she felt somewhat lost, as most of the world still was unaware of her, but she had Hugh and her friends to help her rediscover this Earth which was now new to her."
4964,Shark (DC)(02 - Green Lantern villain),,4964_20130415034417_char.jpg,Various mental powers,,"Years ago, the radiation of an atomic pile transformed a tiger shark into a humanoid shark creature with vast mental powers. The powerful but bloodthirsty being became a threat to humanity, battling Green Lantern Hal Jordan, Superman, the JLA, and others over the years. In disguise of an Atlantean called Karshon, he usurped the throne of Poseidonis before being defeated by Aquaman. During the so-called Crisis, Guy Gardner recruited the Shark and other villains to fight the armies of Qward. However, the Shark soon returned to his villainous ways, fighting Jordan, Black Condor (II), and Aquaman again. When last seen, the Shark had once again devolved into a normal tiger shark, due to the telepathic powers of Aquaman."
210,Wonder Woman (DC)(Post Crisis)(03 - Hippolyta),"Hippolyta, Queen of the Amazons ",210_20060623234639_char.jpg,,,"Queen of the Amazons, the late 20th-century version of Diana's mother has been a much bigger part of the Wonder Woman back-story than just the worried mother sending her only daughter off to the 'world of men'.  In this version, her political role as Queen of the Amazons has been shown in greater detail, replete with battlefield leadership, questionable politics, and surprising twists. In an effort to make sense of JSA continuity in the post-CRISIS DCU, most of Diana's Golden Age appearances have been retconned to have happened to Hippolyta. Indeed, this version donned the Wonder Woman outfit more than a few times -- and paid the political price at home for doing so. The 'retconned Golden Age Wonder Woman' was far from an abstraction; she appeared as Wonder Woman early in the 1999 run of JSA - and other places - in wholly new adventures. Unfortunately, though, she is currently dead. Thanks to her theoretically long stint as Wonder Woman, however, stories set in most years of the 20th century would likely see Hippolyta return to comics as Wonder Woman. Use this character if the story in question explicitly refers to Hippolyta as the one wearing the bracelets. Wonder Woman's history is so confusing post- Crisis that the only way to reliably navigate is to use the character actually present in the issue, rather than the one that 'probably was wearing the suit, given the events of Crisis '."
665,Wizard (Marvel),Bentley Wittman ,665_20070318193819_char.jpg,"Wittman is a scientific genius, particularly in the fields of applied physics and sub-atomic particles. His Anti-Gravity Discs can lift several hundred pounds each, and can be remotely controlled via relays in his armor. His gauntlets (alternatively referred to as Power Gloves or Wonder Gloves) can unleash potent electrical blasts or use directed gravitational fields to increase his strength. His armor provides him with protection from assault, and devices in his helmet allow him to control the minds of others. |||| |||| The strength he can gain from his Wonder Gloves is unknown. Suffice to say, when he constructed one for Imus Champion in an appropriate size, the villain was able to hurt both Thor and Hyperion in battle.",,"Bentley Wittman grew up possessing near-superhuman levels of genius and, as an adult, became an inventor of great renown, selling his futuristic inventions to the wealthy and becoming quite rich. He became known as the Wizard by legally assuming this stage name and using his advanced scientific inventions to perform feats of 'magic.' |||| |||| Intellectually bored, however, he decided to defeat Johnny Storm, who had just appeared to the world as the Human Torch. Pretending to be a victim, he was rescued by the Torch and invited him to his high-tech, futuristic mansion on Long Island where he captured the Torch with ease. The Wizard then impersonated the Torch, launching a crime spree to destroy the Torch’s reputation, before being captured by the Fantastic Four and sent to prison. |||| |||| The Wizard clashed many more times with the Human Torch until the conclusion of one encounter sent him flying uncontrollably upward by one of his anti-gravity discs, unable to descend safely. He was rescued by two other adversaries of the Torch: the Sandman and Paste-Pot Pete (soon after, the Trapster). After he suggested they team up, a suggestion by the Trapster inspired him to form a team that would be a criminal counterpart to the Fantastic Four, with himself, his two rescuers, and Medusa, who was then suffering from amnesia; becoming the Frightful Four. |||| |||| The Frightful Four proved to be one of the most formidable menaces that the Fantastic Four had yet encountered. The Frightful Four raided the Fantastic Four's Baxter Building headquarters, and affixed the Wizard's anti-gravity discs to the four - minus Johnny, but with Alicia Masters, who managed to alert the Torch with the Invisible Girl's flare gun. Johnny soon appeared and forced the Wizard to use his anti-grav ship to free his team members before they floated into airless space. Then, together they beat the Frightful Four until the Wizard and the Sandman exploded the Wizard's ship as a distraction, and escaped. Later, kidnapping the Invisible Girl, they lured the Fantastic Four to a Pacific atoll where they rigged an experimental 'Q-bomb' to detonate. The Fantastic Four narrowly escaped. Weeks later, the Frightful Four made their third attempt. Capturing the Thing, the Wizard used his 'Id Machine' to simulate the Thing's natural tendencies toward violence and brainwash him into obeying the Wizard's commands. The Fantastic Four finally managed to subdue the Frightful Four, then all but Medusa were turned over to the authorities. |||| |||| In his continued quest to crush the Fantastic Four, the Wizard has tried many iterations of the Frightful Four. He twice brought Medusa back into the ranks, but, as she was no longer a criminal, having since regained her memories, she betrayed them both times. He also never succeeded in finding a permanent replacement for her. His first choice, Thundra, also ended up allying herself with the Fantastic Four as Medusa did. Others who joined the team for a time included Electro, Llyra, and the Brute (Reed Richards of the original Counter-Earth). When the Sandman appeared to give up his life of crime, the Wizard formed a new team with Hydro-Man, Klaw, and Titania. But however formidable, the Frightful Four have always been thwarted by their heroic counterparts. |||| |||| Very rarely has the Wizard operated outside of the Frightful Four. Once, he formed a partnership with Mysterio, but was foiled by Spider-Man. Another time, he teamed up with the Plantman to escape prison and ran into a conflict with the Avengers. He was later broken out of prison by Loki to join the inner circle of villains organizing the Acts of Vengeance against the Avengers, but they were sorely defeated. Often avoiding the limelight that he once embraced, the Wizard hoped to hide from authorities using his former name Bentley Wittman. He was found by the Thunderbolts, however, who convinced the Wizard to provide anti-gravity discs in order for them to battle Graviton and, later, to attach to the Magneto Protocol Satellites. Later still, when the Sandman had appeared to reform his criminal ways, the Wizard took it upon himself to subject his former ally to his id machine, re-integrating the Sandman’s mind and restoring him to villainy. |||| |||| Finally, when the Fantastic Four’s popularity reached an all-time low, the Wizard decided it was time to re-form the Frightful Four once more. No longer motivated by petty jealousy, the Wizard believed the Fantastic Four to be the source of all his troubles, his fall from grace. He rescued the Trapster from the Negative Zone, boosted the powers of Hydro-Man, and called upon his ex-wife, Salamandra, to round out the Frightful Four. He also manipulated Cole, his and Salamandra’s daughter, to develop a relationship with the Human Torch in order to teleport to her and bypass the Fantastic Four’s defenses. During the resulting battle, the Wizard turned on the Trapster, revealing that he intended Cole to be the next member of the Frightful Four. When the Frightful Four defeated the heroes, the Wizard flaunted his success on television and left them humiliated. However, when the Wizard admitted that he only wanted to include Cole once he saw her exhibit superhuman powers, she turned on him. She sought out the Fantastic Four to lead them back to her father and to try to find a cure for her powers. The Wizard and Cole confronted each other, and Cole used one of the Trapster’s traps to ensnare her father, then used her powers over gravity to bring the Wizard’s lair down around him. |||| |||| He has since returned, alive and well, in Fantastic Four #546, with a Frightful FIVE ( Titania, Trapster, Hydro-Man, and Klaw)."
1,Spider Jerusalem,,1_20061115135221_char.jpg,"Journalist Equipment: Photo taking glasses, 'Bowel Disruptor', the Truth.",Recreational phamaceuticals,"A gonzo journalist in the future, loosely inspired by the real life Hunter S. Thompson."
6302,Patricia  'Trish' Tilby,,6302_20070920123749_char.jpg,,,"TV reporter, former girlfriend of Beast/McCoy."
2180,Arkannone,,,,,None entered.
