CharacterID,Name,Real Name,ImageURL,Powers,Weaknesses,Bio
1562,Hydro-Man (Marvel)(01 - Morrie Bench),Morris 'Morrie' Bench ,1562_20081209021351_char.jpg,"Hydro-Man can transform himself wholly or partially into a water-like liquid substance, the particles of which he can mentally animate and manipulate at will. By generating force from within this fluid, he can emit high-pressure water blasts like a fire hose. Bench mentally controls every drop of his bodily liquid; his watery form will gradually reintegrate if it has been vaporized or otherwise dispersed. He can merge with or absorb ordinary, existing water in his environment, often using it to increase his mass and volume. Bench's strength is slightly enhanced by his abnormal physiology. Recent alterations of his powers by the Wizard have enabled Bench to mentally manipulate water sources outside his own body, and have given him a finer degree of control over his own fluid form. However, the Wizard also intentionally weakened Bench's molecular cohesion, and developed a device enabling him to reduce Bench to an inert mass of liquid if necessary, ensuring Hydro-Man's loyalty.",,"Cargo ship crewman Morrie Bench was accidentally knocked overboard by Spider-Man (who was battling Sub-Mariner) during the testing of a powerful new experimental underwater generator, the energies of which combined with gases from undersea volcanoes to trigger a weird mutation in Bench, who began to transform into living water. Physically and emotionally unstable, Bench dubbed himself Hydro-Man and soon attacked Spider-Man, but he evaporated after Spider-Man scattered his liquid form amidst the hot sunshine of the New York rooftops; however, the particles of Bench's body soon reintegrated, and he embarked on a long criminal career. |||| |||| When Bench and rival criminal Sandman fought over the affections of barfly Sadie Frickett, the two men accidentally merged into a monstrous 'mud-thing' that the police were ultimately forced to dehydrate into seemingly inert rubble.Hydro-Man and Sandman eventually managed to separate back into their original forms, but both were humiliated and traumatized by the experience. Sandman was so shaken that he went straight for years (until the Wizard brainwashed him into returning to crime), while Hydro-Man did most of his criminal work in groups from that point on, perhaps seeking safety in numbers. |||| |||| Both alone and as a member of teams like the Sinister Syndicate, the Frightful Four and the Assembly of Evil, Bench fought a wide array of foes such as Silver Sable, Sandman, the Fantastic Four, Cloak & Dagger, the Avengers, the New Warriors, Thunderstrike, the Thunderbolts, Gambit and Black Panther, but most often clashed with Spider-Man. Hydro-Man was one of many super-criminals employed by corrupt billionaire Justin Hammer for a time, and later served in the Masters of Evil assembled by Hammer's daughter Justine, alias the Crimson Cowl; however, after Justine's arrest and the apparent death of Justin, Hammer Industries phased out its criminal enterprises and Bench, along with fellow employee the Shocker, was laid off. The Shocker and Hydro-Man then teamed up for one last crime, seeking enough money to retire, but Hydro-Man's thirst for revenge against Spider-Man led to their defeat. Trying and failing to go straight, Bench was recruited back into the Wizard's Frightful Four and, more recently, the Sinister Twelve."
58,Mason O'Dare,,58_20131226172010_char.jpg,,,None entered.
194,Plastic Man (DC),Edward  Patrick O'Brian ,194_20051209194355_char.jpg,Can take almost any shape or stretch almost indefinitely,Can be flash-frozen and shattered.,"As a crook, O'Brian was wounded during a caper at a chemical plant, and some acid got into the wound.  O'Brian escaped, and stumbled his way to monastery, where the brothers nurtured his mind and nursed his body back to health.  When he recovered, he discovered that the chemicals had transformed him into a human rubber-band. |||| O'Brian reformed his criminal ways after gaining his Plastic Man abilities. |||| He was invited to join the JLA by Batman.  When the JLA members were split into their hero and civilian identities, it was 'Eel' O'Brian who gathered the civilians to re-merge with their hero alter-egos because he did not want to return to a life of crime. |||| Plastic Man was shattered in the distant past when the JLA went to rescue Aquaman and the time-displaced Atlantis.  He spent thousands of years in pieces at the bottom of the ocean and retained his sanity."
3334,Hellcat (Marvel)(Ultimate),Patsy Walker ,3334_20080109112555_char.jpg,,,Patsy Walker makes her first three appearances in Ultimate Spider-Man before she takes on the identity of Hellcat and joins the Defenders.
7101,Master of the World (Marvel),Eshu ,7101_20070809000741_char.jpg,"The Master of the World is approximately 40,000 years old. After he was experimented on by the Plodex ship, he gained different powers. The master has the agility beyond that of a normal human, which he gained after he altered his body. He has enhanced reflexes, that were fast enough to slice Warbird with a sword. His speed can reach 61- 65 mph. His stamina is so high that he can sustain peak physical extertion for several hours before fatigue impairs performance. Also, his strength is enhanced, and he was able to break Sasquatch's arm by, after dodging Sasquatch's attack, grabbing it with both hands and breaking it. He is also a master of hand to hand combat, as he learned the techniques 40,000 years ago. He knows all human pressure points, which was shown when he knocked out Namor the Sub-Mariner with a single punch. His suit also has many benefits, allowing him teleportation and flight. His helmet and battlesuit are composed of an unknown metal, including cybernetic mesh enabling the Master to control Plodex technology through mental commands. Devices within the Master’s helmet and battlesuit enable him to cast illusions disguising his appearance. He is able to create a force field that can ward off attacks. Also, he is able to shoot energy blasts with his suit, and it enables him to disperse electromagnetism, which was shown when he was able to control Guardian I's suit.",,"Forty thousand years ago, a caveman named Eshu was cast out of his tribe. He wanders the Earth and is soon psionically called to a beacon of an alien ship. |||| |||| The ship was owned by the Plodex race. After it crashed on the North Pole, it sent out a message, to seek out the dominant life form on Earth. After an exhausting journey, Eshu finds the ship and is captured upon entering it. For thousands of years Eshu was experimented on by the Plodex ship. The experiments were excruciating. He was dissected and reassembled, just to be dissected again. He became more and more intelligent over the years he was experimented on until his mind and body were developed to the peak of perfection, and after some time learned to tap into the ship's systems with his mind, which eventually enables him to take them all over. He finds he is actually unable to leave the ship. He sends out a signal to a member of the Plodex race called Marrina. She responds and brings the superhero team Alpha Flight with her. By this time, Eshu is calling himself The Master of the World. His plans succeed and the Master is able to escape the ship by submarine. |||| |||| He was no longer bound to the alien ship, but in order to execute his plans for world domination, he would still need the ship's technology. Using his knowledge of the alien technologies, he gains control of Marrina and her Plodex Mate. Alpha Flight's Puck and Marrina, assisted by Namor, the Sub-Mariner, thwarted his plans to dominate the world. The Master vanishes for a short time. |||| |||| It turned out that he escaped, and in order to preserve his body, entered a state of suspended animation. He was revived from that state by Llan the Sorcerer, and with the help of enzymes from the corpse of Scramble, the Mixed Up Man, rebuilds his body to a perfect human specimen. His next plan was to take over the Canadian government with the alias Joshua Lord, because of the chaos that was trigerred by the Super Power Registration Act. During that time The Master reforms Omega Flight to stop Alpha Flight from getting in his way. The Master finds James MacDonald Hudson entrapped in some sort of dimensional limbo. He returns him from the dead as The Antiguard, in order for The Guardian to kill Alpha Flight and his wife. However, The Guardian, with the help of his wife Heather Hudson, managed to break out of the Master's mental control. The Master seemingly kills himself to avoid prison. |||| |||| He returns, to cross paths Heroes For Hire and the mercenary team headed by Silver Sable. One of his goals was to kill Iron Fist. This is because the mystical land of K'un Lun, which manifests where Iron Fist is, poses a threat to his plans. He again apparently kills himself, but his death was proven false again. He appears during the Kang Dynasty storyline, where Marrina is glimpsed inside a stasis tube in his laboratory. His alien technology is used in an attempt to protect the cities of the world, but this does not stop earth from being conquered. |||| |||| The Master dies again, seemingly, at the hands of Warbird."
1177,Artemis (DC)(Post Crisis)(04 - Amazons),,1177_20070311185733_char.jpg,,,None entered.
15707,Enforcer (DC)(03 - Mica),Mica Love ,15707_20091126113445_char.jpg,The Enforcer's uniform is made of light weight steel-hard fiber-plastic armor. It is equipped with boot-jets that enable The Enforcer to fly. The costume also gives it wearer superhuman strength.,,"Mob thug Leroy Merkyn was hired by the super-villain Multiplex, who was working for corporate head Henry Hewitt and given a special armored uniform. As The Enforcer, Merkyn captured the super-hero known as Firestorm, who ultimately escaped and captured Merkyn in turn. Hewitt, as the super-powered Tokamak, then slayed Merkyn in prison and gave the Enforcer suit to his female aide Mica. She too was defeated and captured by Firestorm."
7831,Prankster (DC) (02 - post-Crisis),Oswald Hubert Loomis ,7831_20070324102228_char.jpg,"The Prankster has no super-powers and is a poor hand-to-hand combatant.  He uses trick devices (like fake flowers that spray liquid), often retooled to be dangerous, as weapons.",,None entered.
904,Parasite (Post-Crisis)(01 - Rudy Jones),Rudolph C. 'Rudy' Jones ,904_20060928183937_char.jpg,"Absorbs the energy, powers, and knowledge of those he touches.",,"The Rudy Jones Parasite had several distinct phases of existence.  From 1987-95 he was merely a S.T.A.R. labs janitor who was exposed to chemicals which Darkseid used to impart the power of absorption to Jones.  This experience left him with the vampire-like need to consume energy to live.  He was eventually captured and put into a laboratory to prevent him from using his powers. In 1995, though, he broke out of confinement and merged with his scientist babysitter, Dr. Freeman, to permanently join the ranks of the most intelligent villains in the DCU. A third being--a shapeshifter--was added to this already-combined being a few years later.  This allowed him to not just steal a person's power, but to perfectly mimic their appearance as well.  He posed as Lois Lane for a considerable length of  time. |||| He appeared to die after Superman unmasked his charade."
133,Shadow Thief (DC),Carl Sands ,133_20071026232154_char.jpg,,,"While growing up in Japan, American Carl Sands learned ninjutsu techniques and became a rather undistinguished industrial saboteur, accepting unremarkable sums to hinder and eliminate his clients' rivals. The Thanagarian criminal Byth then hired Sands to steal Hawkman and Hawkwoman's ship. To help Sands with this job, Byth gave him a Dimensiometer - a Thanagarian belt device/'shadow vest', which gave Sands the ability to shift his body into a shadow form. (His pre-Crisis history is still canon, including his brief membership in the Injustice Gang, and fought the Golden Age Hawks instead.) |||| |||| Hawkman eventually defeated him, but Shadow-Thief would come into conflict with him many times after that. He would later become a member of the Injustice Gang which came into conflict with Hawkman and his allies, the Justice League of America. He lost the belt to the Phantom Stranger, but he gained a shadow suit. He eventually sold his soul to Neron for more power. Neron gave him a more powerful shadow suit with the ability to turn other people and objects into shadows. |||| |||| Recently, the Shadow-Thief has entered into the employ of St. Roch art trader Kristopher Roderic. Sands has been sent to the ends of the earth in service of Roderic's dark aims, and is hopeful that the unscrupulous collector will help him with a problem of his own. |||| |||| During the events of Identity Crisis, Shadow-Thief became deranged and began having delusional conversations with the Dimensiometer. He ended up apparently killing Firestorm with Shining Knight's mystically enhanced sword. For killing Firestorm, he was prosecuted by Kate Spencer (a.k.a. Manhunter IX). |||| |||| Shadow-Thief later popped up as a member of the Injustice League, and is one of the villains featured in Salvation Run"
